"","ID","Valence","Arousal","Tendency_Approach","V.H","Description","Category_Valence","Category_Arousal"
"1247","People_056_h",5.5333,4.8478,5.5435,"h","Man","Neutral","Neutral"
"1248","Faces_189_v",5.5625,4.9167,4.8936,"v","Man","Neutral","Neutral"
"1249","Faces_059_h",5.58,4.6531,5.54,"h","Girl","Neutral","Neutral"
"1250","Faces_206_v",5.5833,4.6458,5.9375,"v","Woman","Neutral","Neutral"
"1251","Faces_119_v",5.5833,4.8776,5.8367,"v","Girl","Neutral","Neutral"
"1252","People_148_h",5.587,4.6939,5.125,"h","Friends","Neutral","Neutral"
"1253","Objects_221_h",5.6136,4.8667,5.5333,"h","Suitcases","Neutral","Neutral"
"1254","Faces_078_h",5.6304,4.8085,5.3261,"h","Girl","Neutral","Neutral"
"1255","Faces_005_h",5.6418,5.0154,5.4615,"h","Baby In Incubator","Neutral","Neutral"
"1256","Objects_302_h",5.6458,4.75,5.4583,"h","Bicycle","Neutral","Neutral"
"1257","Faces_221_v",5.6512,5.0682,5.4773,"v","Man","Neutral","Neutral"
"1258","Faces_336_h",5.6591,4.75,5.5349,"h","Men","Neutral","Neutral"
"1259","Faces_205_h",5.6596,4.6222,5.4783,"h","Elderly Woman","Neutral","Neutral"
"1260","Objects_167_v",5.6596,4.625,5.8776,"v","Sculptures","Neutral","Neutral"
"1261","Animals_211_h",5.6731,5.0943,5.6154,"h","Boars","Neutral","Neutral"
"1262","Animals_190_h",5.6863,5.1176,5.7843,"h","Dog","Neutral","Neutral"
"1263","Faces_267_v",5.6875,5.4688,5.0952,"v","Cook","Neutral","Neutral"
"1264","Objects_027_h",5.7,5.3265,5.449,"h","Sausages","Neutral","Neutral"
"1265","Faces_250_h",5.7273,5.3261,5.3191,"h","Woman","Neutral","Neutral"
"1266","Faces_065_h",5.7313,5.0294,5.9552,"h","Girl","Neutral","Neutral"
"1267","Faces_233_v",5.74,4.6531,5.7551,"v","Woman","Neutral","Neutral"
"1268","Objects_292_h",5.75,4.8333,5.7917,"h","Bicycle","Neutral","Neutral"
"1269","Faces_308_h",5.7556,5.1591,5.3636,"h","Men","Neutral","Neutral"
"1270","Objects_093_h",5.7778,4.7174,5.6087,"h","Mushrooms","Neutral","Neutral"
"1271","Objects_026_v",5.7885,4.6226,5.3774,"v","Mushrooms","Neutral","Neutral"
"1272","Animals_154_h",5.7959,4.84,5.68,"h","Cow","Neutral","Neutral"
"1273","Objects_209_h",5.8,4.6818,5.5909,"h","Kitchen Utensils","Neutral","Neutral"
"1274","Landscapes_129_v",5.8163,4.8333,5.2917,"v","Water Lilies","Neutral","Neutral"
"1275","Objects_047_h",5.8222,5.0426,5.625,"h","Sea Food","Neutral","Neutral"
"1276","Animals_195_h",5.8261,4.875,5.7755,"h","Cat","Neutral","Neutral"
"1277","Faces_217_v",5.8281,4.7846,5.4478,"v","Elderly Man","Neutral","Neutral"
"1278","Faces_182_h",5.8333,4.7755,5.5102,"h","Elderly Man","Neutral","Neutral"
"1279","Faces_223_v",5.8333,4.9362,6,"v","Woman","Neutral","Neutral"
"1280","Faces_213_v",5.8409,4.9767,5.5,"v","Men","Neutral","Neutral"
"1281","Objects_062_h",5.8491,5.4074,5.8889,"h","Meat","Neutral","Neutral"
"1282","Objects_087_h",5.8615,4.7121,6,"h","Durian","Neutral","Neutral"
"1283","Objects_305_h",5.8696,4.7826,5.8913,"h","Scooter","Neutral","Neutral"
"1284","Objects_064_v",5.8696,5.2128,5.4468,"v","Meat","Neutral","Neutral"
"1285","People_102_h",5.8824,4.9808,5.8654,"h","City","Neutral","Neutral"
"1286","People_114_h",5.8923,4.6324,5.9853,"h","Mist","Neutral","Neutral"
"1287","Objects_055_v",5.8939,4.6212,6.0455,"v","Beer","Neutral","Neutral"
"1288","Faces_058_h",5.9,4.7255,5.7451,"h","Girl","Neutral","Neutral"
"1289","People_184_h",5.913,4.9565,5.8913,"h","Feet","Neutral","Neutral"
"1290","Objects_289_h",5.9231,4.8868,5.9623,"h","Bicycle","Neutral","Neutral"
"1291","Objects_259_h",5.9333,4.7174,5.4783,"h","Shoes","Neutral","Neutral"
"1292","Objects_288_h",5.9348,4.8958,6,"h","Scooter","Neutral","Neutral"
"1293","Objects_241_h",5.9388,4.6939,6.1667,"h","Chair","Neutral","Neutral"
"1294","Objects_294_h",5.9388,4.8958,5.6939,"h","Bicycle","Neutral","Neutral"
"1295","Objects_316_h",5.9545,4.8667,5.9333,"h","Bicycle","Neutral","Neutral"
"1296","Faces_255_v",5.9545,5.1087,5.2609,"v","Elderly Man","Neutral","Neutral"
"1297","Faces_317_v",5.9556,4.6383,5.5957,"v","Woman","Neutral","Neutral"
"1298","Animals_150_h",5.9574,4.8,5.68,"h","Sea Lions","Neutral","Neutral"
"1299","Objects_029_h",5.9574,5.1875,5.8333,"h","Corn","Neutral","Neutral"
"1300","Animals_121_h",5.9634,4.7471,5.4941,"h","Bull","Neutral","Neutral"
"1301","Faces_226_h",5.9683,4.6406,5.2813,"h","Man Smiling","Neutral","Neutral"
"1302","Objects_250_h",5.9787,4.9149,6.1064,"h","Sculpture","Neutral","Neutral"
"1303","Animals_213_h",5.9804,5.1569,6.4314,"h","Little Elephants","Neutral","Neutral"
"1304","Objects_031_h",5.9804,5.2745,5.2941,"h","Sausages","Neutral","Neutral"
"1305","Faces_040_h",5.9841,4.9841,5.6452,"h","Child","Neutral","Neutral"
"1306","Objects_203_v",6,4.8163,6.0204,"v","Carousel","Neutral","Neutral"
"1307","Faces_230_h",6,4.8235,5.5294,"h","Elderly Man","Neutral","Neutral"
"1308","Objects_193_v",6,5.2647,6.1739,"v","Staircase","Neutral","Neutral"
"1309","Objects_309_h",6,5.32,6.0612,"h","Motorcycle","Neutral","Neutral"
"1310","Objects_061_h",6.0196,5.12,5.9608,"h","Food","Neutral","Neutral"
"1311","Faces_259_v",6.0213,4.875,6.0625,"v","Mother And Child","Neutral","Neutral"
"1312","Objects_066_v",6.0392,5,5.8431,"v","Meal","Neutral","Neutral"
"1313","Faces_188_h",6.0408,4.6809,5.7,"h","Woman","Neutral","Neutral"
"1314","People_063_h",6.0462,4.8358,6,"h","Fruits","Neutral","Neutral"
"1315","Faces_085_h",6.0612,5.0204,5.84,"h","Baby","Neutral","Neutral"
"1316","People_165_v",6.0625,5,5.6809,"v","People On Motorcycle","Neutral","Neutral"
"1317","Animals_171_h",6.0652,5.0833,5.5833,"h","Boar","Neutral","Neutral"
"1318","Animals_174_h",6.0769,4.8507,5.9552,"h","Lizards","Neutral","Neutral"
"1319","Animals_144_h",6.0784,5.3529,5.5686,"h","Alligator","Neutral","Neutral"
"1320","Objects_324_h",6.08,5.34,5.8824,"h","Ship","Neutral","Neutral"
"1321","Objects_058_h",6.0926,4.6731,6.1111,"h","Stall","Neutral","Neutral"
"1322","Objects_042_h",6.102,5.0784,5.9412,"h","Meal","Neutral","Neutral"
"1323","Objects_034_v",6.12,4.8627,5.7451,"v","Stew","Neutral","Neutral"
"1324","Landscapes_092_h",6.1224,4.898,6.551,"h","Devastated Palace","Neutral","Neutral"
"1325","Faces_128_h",6.1509,4.6471,6,"h","Children","Neutral","Neutral"
"1326","Objects_273_h",6.16,4.84,5.56,"h","Snowman","Neutral","Neutral"
"1327","Landscapes_087_h",6.1667,4.898,6.3542,"h","Skyscrapers","Neutral","Neutral"
"1328","Animals_094_h",6.1731,4.9057,5.6604,"h","Alligator","Neutral","Neutral"
"1329","Objects_083_h",6.1846,5.0746,5.9701,"h","Food","Neutral","Neutral"
"1330","Faces_329_h",6.1923,5.3529,5.58,"h","Man Jogging","Neutral","Neutral"
"1331","Animals_162_h",6.1957,4.7872,6.0638,"h","Lizards","Neutral","Neutral"
"1332","Faces_073_v",6.1961,4.8958,6,"v","Child","Neutral","Neutral"
"1333","Objects_261_h",6.1961,5.02,5.9412,"h","Shoes","Neutral","Neutral"
"1334","Animals_107_h",6.2041,4.8333,6.1458,"h","Fish","Neutral","Neutral"
"1335","Faces_335_h",6.2292,4.6304,5.9167,"h","Couple","Neutral","Neutral"
"1336","Faces_338_h",6.2326,4.8261,5.5957,"h","Men Smiling","Neutral","Neutral"
"1337","Faces_184_h",6.2388,4.7313,6.1045,"h","Woman ","Neutral","Neutral"
"1338","Objects_319_h",6.2449,5.0208,6.0816,"h","Bicycle","Neutral","Neutral"
"1339","Faces_053_h",6.25,4.6939,5.96,"h","Family","Neutral","Neutral"
"1340","Objects_317_h",6.2609,4.9565,6.5957,"h","Helicopter","Neutral","Neutral"
"1341","Objects_051_h",6.2708,5.0426,5.7917,"h","Meal","Neutral","Neutral"
"1342","Faces_239_v",6.2708,5.2,5.8367,"v","Woman Smiling","Neutral","Neutral"
"1343","Objects_016_h",6.2766,4.8163,5.8125,"h","Noodles With Eggs","Neutral","Neutral"
"1344","Animals_040_v",6.2857,5.4898,5.3061,"v","Bees","Neutral","Neutral"
"1345","People_167_h",6.2941,4.7308,6.0192,"h","Painters","Neutral","Neutral"
"1346","Animals_103_h",6.3115,4.8571,6.1452,"h","Kangaroo","Neutral","Neutral"
"1347","Animals_130_h",6.3404,5.0204,6.125,"h","Lizard","Neutral","Neutral"
"1348","Animals_203_h",6.3469,4.72,6.36,"h","Dog","Neutral","Neutral"
"1349","Objects_070_v",6.3542,5.36,6.08,"v","Jar","Neutral","Neutral"
"1350","Objects_266_h",6.3582,5.0735,6.2687,"h","Sculpture","Neutral","Neutral"
"1351","People_089_h",6.3617,4.7083,5.875,"h","Shoes","Neutral","Neutral"
"1352","Faces_328_v",6.3617,4.8542,5.5208,"v","Couple","Neutral","Neutral"
"1353","Objects_240_h",6.3725,4.6471,6.2941,"h","Bike Rack","Neutral","Neutral"
"1354","Objects_320_h",6.38,4.6667,6.4314,"h","Car","Neutral","Neutral"
"1355","Animals_204_h",6.4118,4.74,5.5306,"h","Frogs","Neutral","Neutral"
"1356","Faces_247_h",6.413,4.8478,5.1087,"h","Woman Smiling","Neutral","Neutral"
