ID,Category,Nr,V/H,Description,Valence,Valence_SD,AvAp,AvAp_SD,Arousal,Arousal_SD,Width,Height,Luminance,Contrast,JPEG_size80,LABL,LABA,LABB,Entropy,Category_Valence,Category_Arousal,Neutral,Negative,Positive,
Faces_116_h,Faces,116,h,Girl Smiling,7.5652,1.4244,6.5745,1.8967,5.1087,2.0246,1600,1200,103.3286,63.5955,152465,42.9208,4.8384,8.8153,7.5965,Positive,Neutral,0,0,0,
People_169_h,People,169,h,Elderly Couple,7.5769,1.2733,7,1.4,3.4038,2.1807,1600,1200,135.8424,81.4202,466618,54.9775,0.3259,3.9071,7.7471,Positive,Relaxed,0,0,1,
People_196_h,People,196,h,Swimming Pool,7.5833,1.2519,7.5417,1.2541,5.8542,2.2502,1600,1200,149.8168,49.4145,299274,65.8984,-22.05,-13.6942,6.9736,Positive,Aroused,0,0,0,
Landscapes_161_h,Landscapes,161,h,Desert,7.5833,1.4562,7.5306,1.2433,4.08,2.3109,1600,1200,114.8989,90.479,229886,46.1872,-5.319,-2.5979,7.294,Positive,Relaxed,0,0,1,
Faces_127_h,Faces,127,h,Girls Smiling,7.5882,1.1862,7.1765,1.1951,4.9216,2.1151,1600,1200,104.1216,83.5806,251303,44.3076,15.2795,13.1805,7.7274,Positive,Neutral,0,0,0,
People_154_h,People,154,h,Friends,7.5909,1.1875,7.1818,1.244,2.8889,1.5109,1600,1200,164.7767,72.9342,261295,66.5251,-3.5005,1.0412,7.3813,Positive,Relaxed,0,0,1,
Landscapes_097_v,Landscapes,97,v,Park,7.5957,1.3619,7.4583,1.2197,2.7083,1.8561,1200,1600,78.2695,60.1228,625217,32.2116,-3.2752,4.7424,7.5464,Positive,Relaxed,0,0,1,
Faces_081_v,Faces,81,v,Children Smiling,7.6,1.4708,6.82,1.32,4.7551,1.9206,1200,1600,126.6214,81.5645,425832,51.8137,3.4107,9.9361,7.8623,Positive,Neutral,0,0,0,
Landscapes_021_h,Landscapes,21,h,Ski Lift,7.6029,1.1216,7.6471,1.1166,3.7313,2.5854,1600,1200,85.2003,43.8217,263317,35.8849,1.2899,-13.169,7.0987,Positive,Relaxed,0,0,1,
Landscapes_054_h,Landscapes,54,h,Beach Bungalow,7.6042,1.1982,7.8333,1.1361,2.9375,1.8839,1600,1200,132.4233,79.3605,523113,53.9868,-9.3942,13.6736,7.4305,Positive,Relaxed,0,0,1,
Landscapes_137_h,Landscapes,137,h,Flower,7.6078,1.3278,7.4314,1.3154,2.9216,1.8093,1600,1200,95.1872,58.0701,122928,40.2295,-3.9304,11.7442,7.6501,Positive,Relaxed,0,0,1,
Animals_131_h,Animals,131,h,Ducks,7.6154,1.1741,7.4231,1.1606,3.92,2.1744,1600,1200,146.8996,49.1948,359918,60.4233,0.1258,5.6365,7.5029,Positive,Relaxed,0,0,1,
Faces_140_h,Faces,140,h,Grandparents And Children,7.6269,1.3008,6.5522,1.8364,4.6818,2.0543,1600,1200,100.462,66.0658,274410,41.3905,0.4364,1.245,7.8592,Positive,Neutral,0,0,0,
People_185_h,People,185,h,Swimming Pool,7.6324,1.2802,7.4118,1.5763,4.9848,2.6515,1600,1200,165.6357,43.5933,403125,73.2195,-24.3481,-23.5845,7.2103,Positive,Neutral,0,0,0,
People_043_h,People,43,h,Children,7.64,1.3056,7.1429,1.3229,4.3265,2.0144,1600,1200,135.1042,60.1842,242652,55.4864,1.629,4.8478,7.7009,Positive,Relaxed,0,0,1,
Faces_050_h,Faces,50,h,Children Playing,7.6458,1.1576,7.3958,1.3167,4.7447,2.2599,1600,1200,118.7143,65.7201,241046,48.8716,-0.3452,-0.183,7.853,Positive,Neutral,0,0,0,
Faces_356_h,Faces,356,h,Couple Smiling,7.6462,1.2175,7.0923,1.2465,5.3438,2.1619,1600,1200,75.399,68.5344,266368,31.3971,3.3878,11.9304,7.3498,Positive,Neutral,0,0,0,
Animals_183_h,Animals,183,h,Dog,7.6531,1.4656,7.4167,1.5414,4.2857,2.5166,1600,1200,122.9337,51.1008,351577,51.0778,-1.1792,-7.7528,7.4972,Positive,Relaxed,0,0,1,
Landscapes_134_h,Landscapes,134,h,Flowers,7.6567,1.332,7.4627,1.407,3.8955,2.3622,1600,1200,142.4691,66.246,391612,60.2918,1.4357,24.9524,7.7873,Positive,Relaxed,0,0,1,
Faces_120_h,Faces,120,h,Boy Smiling,7.6667,1.2447,6.8873,1.4397,5.169,2.0975,1600,1200,189.3011,78.3498,175420,75.8863,5.1903,6.1594,7.6984,Positive,Neutral,0,0,0,
Faces_346_v,Faces,346,v,Couple Smiling,7.6667,1.1605,7.1569,1.4335,4.28,1.9064,1200,1600,156.8649,79.216,208439,63.3631,-4.0707,9.3293,7.6409,Positive,Relaxed,0,0,1,
Landscapes_113_h,Landscapes,113,h,Sea,7.6667,1.2445,7.4412,1.3088,3.4925,2.5068,1600,1200,134.7076,46.6255,328838,56.0767,-5.4411,-4.3726,7.292,Positive,Relaxed,0,0,1,
Objects_327_h,Objects,327,h,Boats,7.6716,1.3187,7.7612,1.2443,3.5522,2.4636,1600,1200,133.2359,59.1616,335526,54.7757,1.3172,-8.4009,7.7768,Positive,Relaxed,0,0,1,
Faces_079_h,Faces,79,h,Mother And Child,7.6731,1.2323,7.1346,1.4955,3.84,2.1605,1600,1200,153.3577,74.746,181598,64.4184,13.4777,18.5138,7.7578,Positive,Relaxed,0,0,1,
People_116_h,People,116,h,Beach,7.6731,1.368,7.6538,1.4804,3.4615,2.2877,1600,1200,87.9649,75.2758,324300,36.0174,-0.8448,-1.976,7.6169,Positive,Relaxed,0,0,1,
Landscapes_142_h,Landscapes,142,h,Water,7.6739,1.2659,7.7391,1.3239,3.8478,2.2407,1600,1200,109.6858,76.638,429478,44.9953,-5.6293,3.3822,7.7116,Positive,Relaxed,0,0,1,
Landscapes_138_h,Landscapes,138,h,Sky,7.6809,1.3848,7.4348,1.3768,3.4681,2.4482,1600,1200,96.5004,56.0866,258462,40.125,-0.4973,-3.7211,7.4802,Positive,Relaxed,0,0,1,
People_055_h,People,55,h,Child,7.6863,1.3189,7.3922,1.4011,4.1961,2.0398,1600,1200,68.0231,53.1753,349316,28.6147,0.6898,5.8028,7.3788,Positive,Relaxed,0,0,1,
Landscapes_174_h,Landscapes,174,h,Mountains,7.6863,1.449,7.4902,1.3766,3.1,2.0329,1600,1200,145.1624,70.9577,401875,59.1922,-5.2811,9.1779,7.4512,Positive,Relaxed,0,0,1,
Landscapes_178_h,Landscapes,178,h,Beach,7.6939,1.3103,7.66,1.2715,4.0204,2.479,1600,1200,141.797,60.7095,342674,58.3224,1.2226,-10.5883,7.6312,Positive,Relaxed,0,0,1,
People_026_h,People,26,h,Zoo,7.6981,1.0846,7.5556,1.1271,4.5385,2.2093,1600,1200,151.1984,75.7337,415662,61.0925,2.8908,3.6349,7.7836,Positive,Relaxed,0,0,1,
Animals_163_h,Animals,163,h,Llama,7.7,1.2657,7.22,1.3293,4.2857,2.1016,1600,1200,104.3155,74.092,224753,42.7463,1.0333,1.7535,7.6125,Positive,Relaxed,0,0,1,
Landscapes_122_v,Landscapes,122,v,Bridge,7.7,1.1473,7.72,1.1073,2.06,1.1502,1200,1600,99.1781,85.2298,183375,39.7858,0.0755,-8.5334,7.2582,Positive,Relaxed,0,0,1,
Objects_077_h,Objects,77,h,Vegetables,7.7083,1.1843,7.3125,1.1878,4.3542,1.9731,1600,1200,117.543,60.3211,257868,49.66,2.8484,9.7485,7.8448,Positive,Relaxed,0,0,1,
Animals_172_h,Animals,172,h,Peacock,7.7143,1.1726,7.6939,1.2451,4.7143,2.3452,1600,1200,110.3663,45.3749,711758,46.6061,7.1592,7.7448,7.4901,Positive,Neutral,0,0,0,
Landscapes_157_h,Landscapes,157,h,Mountains,7.7292,1.3643,7.7708,1.3721,3.5625,2.8427,1600,1200,173.7969,37.0419,283966,72.5136,-8.5326,-5.3985,7.1432,Positive,Relaxed,0,0,1,
Objects_326_h,Objects,326,h,Sailboat,7.7308,1.2226,7.6923,1.3067,3.3462,2.3671,1600,1200,155.5268,51.1305,254726,64.1264,-8.8091,-14.1346,7.3453,Positive,Relaxed,0,0,1,
Landscapes_121_h,Landscapes,121,h,Sea,7.74,1.2423,8.02,1.02,3.2,2.4661,1600,1200,146.8062,44.9905,268837,61.2605,-8.2652,-15.0301,7.4368,Positive,Relaxed,0,0,1,
Faces_001_h,Faces,1,h,Children With A Dog,7.76,1.1528,7.54,1.2324,4.24,2.6074,1600,1200,117.789,77.3067,247453,48.0615,3.3972,7.6271,7.8415,Positive,Relaxed,0,0,1,
People_103_h,People,103,h,Beach,7.7708,1.2588,7.5918,1.3832,3.7959,2.5493,1600,1200,155.8856,61.3377,289223,63.9349,-2.6771,-10.8146,7.4186,Positive,Relaxed,0,0,1,
People_096_h,People,96,h,Ski Slope,7.7755,1.327,7.6531,1.3625,5.4043,2.7557,1600,1200,107.7281,80.4595,169243,43.8362,2.5135,-12.0381,7.579,Positive,Neutral,0,0,0,
Landscapes_117_h,Landscapes,117,h,Fields,7.7755,1.1595,7.9796,0.9893,3.5714,2.7462,1600,1200,124.4036,68.3707,419312,51.5477,-12.0046,23.3985,7.7561,Positive,Relaxed,0,0,1,
Landscapes_175_h,Landscapes,175,h,River,7.7917,1.3985,7.7021,1.3818,2.2083,1.7377,1600,1200,123.0684,98.3287,245399,49.0601,-6.6502,3.0348,7.0635,Positive,Relaxed,0,0,1,
Faces_114_h,Faces,114,h,Baby,7.8085,1.3292,7.4681,1.6921,4.5532,2.2728,1600,1200,178.7733,55.4364,181960,72.4209,2.2515,14.352,7.4908,Positive,Relaxed,0,0,1,
Objects_084_v,Objects,84,v,Table,7.8113,1.3164,7.7547,1.2543,3.5094,2.2755,1200,1600,130.168,56.7907,224584,57.3205,27.1879,48.8612,7.6986,Positive,Relaxed,0,0,1,
People_052_h,People,52,h,Cat And Child,7.8125,1.1606,7.5833,1.2855,4.5417,2.5926,1600,1200,132.8899,55.0267,181246,56.9074,11.0514,32.3225,7.7417,Positive,Relaxed,0,0,1,
Landscapes_103_v,Landscapes,103,v,Tree,7.8261,1.2526,7.9783,1.183,2.4348,1.7594,1200,1600,120.8833,64.1235,610333,50.4071,-2.0746,7.5529,7.7534,Positive,Relaxed,0,0,1,
People_187_h,People,187,h,Woman Jumping,7.84,1.2014,7.66,1.0806,5.78,2.1787,1600,1200,118.9785,72.6593,445830,48.6317,-1.5361,3.8181,7.9149,Positive,Aroused,0,0,0,
Faces_122_h,Faces,122,h,Girl Playing,7.8462,1.2428,7.3269,1.368,5.0962,2.1716,1600,1200,141.0244,57.054,275134,57.9443,-1.2393,9.087,7.6584,Positive,Neutral,0,0,0,
Faces_089_h,Faces,89,h,Mother And Child,7.8511,1.1606,7.234,1.3223,3.1702,1.9147,1600,1200,81.6233,43.1657,138614,34.6689,-1.4797,20.8678,7.2253,Positive,Relaxed,0,0,1,
Animals_186_h,Animals,186,h,Dolphins,7.8551,1.1411,7.7143,1.2175,4.6087,2.7074,1600,1200,129.264,36.3302,401322,55.7149,-3.036,-28.2199,7.1827,Positive,Relaxed,0,0,1,
Animals_156_h,Animals,156,h,Fish,7.86,1.1954,7.68,1.3005,3.0204,2.0665,1600,1200,125.3032,57.9583,229950,52.3321,13.4293,-2.4905,7.7574,Positive,Relaxed,0,0,1,
Landscapes_185_v,Landscapes,185,v,Flowers,7.8615,1.0588,7.9231,1.1083,2.5385,1.7146,1200,1600,87.4257,75.1974,557788,35.7407,-2.4119,12.5011,7.6758,Positive,Relaxed,0,0,1,
Animals_187_h,Animals,187,h,Dolphins,7.8654,1.0103,8,0.9288,4.3077,2.6828,1600,1200,122.471,58.0836,516732,50.9663,-0.6844,-11.1126,7.7975,Positive,Relaxed,0,0,1,
Landscapes_132_h,Landscapes,132,h,Meadow,7.8654,1.299,7.6538,1.3414,3.3077,2.3224,1600,1200,123.7913,70.9858,482272,51.2673,-1.7916,15.3857,7.8884,Positive,Relaxed,0,0,1,
Landscapes_098_h,Landscapes,98,h,Sunset,7.8667,1.1985,7.75,1.2412,2.5556,1.6997,1600,1200,41.3197,46.6445,119628,19.5848,19.327,15.6809,6.1937,Positive,Relaxed,0,0,1,
Faces_002_v,Faces,2,v,Woman With A Dog,7.875,0.9593,7.5625,1.0086,4.8958,2.1262,1200,1600,84.7775,73.4403,206412,34.7185,1.4323,3.9697,7.5664,Positive,Neutral,0,0,0,
Landscapes_096_h,Landscapes,96,h,Flowers,7.8875,1.125,7.4557,1.4124,3.2125,2.0107,1600,1200,112.068,64.6524,254000,46.5009,0.284,7.4297,7.8849,Positive,Relaxed,0,0,1,
Landscapes_140_v,Landscapes,140,v,Palm Trees,7.8936,1.1465,8.2128,0.8831,3.9362,2.7458,1200,1600,128.6717,80.1365,363962,52.3335,-6.4654,1.4556,7.6019,Positive,Relaxed,0,0,1,
People_115_h,People,115,h,Desert,7.902,1.2207,8.098,0.985,4.22,2.8805,1600,1200,106.6174,85.7992,280027,43.4149,2.0129,1.7892,7.3925,Positive,Relaxed,0,0,1,
Animals_201_h,Animals,201,h,Turtle,7.9167,1.3182,7.75,1.3448,3.3542,2.471,1600,1200,95.6543,67.0842,446007,40.2535,-0.5328,-8.5602,7.6882,Positive,Relaxed,0,0,1,
People_051_h,People,51,h,Child,7.92,1.066,7.6,1.2454,4.8085,2.4903,1600,1200,118.4211,49.9154,340474,53.5174,-12.7011,-25.0654,7.5229,Positive,Neutral,0,0,0,
Landscapes_168_h,Landscapes,168,h,Forest,7.9388,1.1798,8.0612,1.0085,2.5,1.8451,1600,1200,97.7801,59.8672,474787,40.3967,1.062,-7.8039,7.3982,Positive,Relaxed,0,0,1,
Animals_184_h,Animals,184,h,Cows,7.9574,0.9771,7.9167,1.1267,2.4043,1.7403,1600,1200,117.3419,61.2788,291835,48.7034,1.4314,-2.9049,7.0856,Positive,Relaxed,0,0,1,
Animals_220_h,Animals,220,h,Fish,8.0204,1.2664,7.8958,1.3875,3.2553,2.4179,1600,1200,127.8089,66.4399,498849,54.4185,-3.8902,-9.5913,7.839,Positive,Relaxed,0,0,1,
People_172_v,People,172,v,Man Swinging,8.0208,0.9998,7.6735,1.2647,4.5306,2.4673,1200,1600,119.0166,56.3597,359216,49.9957,-8.8494,0.6884,7.6186,Positive,Relaxed,0,0,1,
Landscapes_141_h,Landscapes,141,h,Sky,8.0408,1.1173,7.7959,1.3067,2.2041,1.4858,1600,1200,117.8119,73.6115,216299,48.4606,2.4202,0.092,7.399,Positive,Relaxed,0,0,1,
People_113_h,People,113,h,Seaside,8.0462,1.2554,7.9692,1.2866,3.4032,2.2865,1600,1200,178.5668,67.2677,316927,72.0007,-1.5334,3.076,7.4106,Positive,Relaxed,0,0,1,
Landscapes_116_v,Landscapes,116,v,River,8.0476,1.1972,8.0794,1.0969,3.4444,2.2844,1200,1600,99.6404,66.6625,437700,41.2506,-11.0153,20.9249,7.774,Positive,Relaxed,0,0,1,
Animals_177_h,Animals,177,h,Dog,8.087,1.0504,7.8222,1.0721,4.3696,2.7516,1600,1200,155.6636,56.4836,144034,63.6684,4.1501,1.6672,6.6358,Positive,Relaxed,0,0,1,
People_110_h,People,110,h,Hill,8.1148,1.0816,7.8254,1.0707,2.6825,2.0385,1600,1200,118.7473,84.3166,308469,48.231,-3.1683,13.2965,7.1766,Positive,Relaxed,0,0,1,
Landscapes_123_h,Landscapes,123,h,Sea,8.1452,1.0991,8.2903,1.0305,2.1129,1.6307,1600,1200,64.4805,42.4261,199942,26.9593,10.4948,-9.0445,7.0481,Positive,Relaxed,0,0,1,
Faces_109_v,Faces,109,v,Child Smiling,8.1739,1.0177,7.6957,1.3477,4.6,2.3491,1200,1600,70.7823,53.12,148784,29.863,5.1675,6.9301,7.1946,Positive,Relaxed,0,0,1,
People_190_h,People,190,h,Diver,8.2157,0.9862,8.24,1.0797,4.68,2.9308,1600,1200,98.4291,55.7373,385125,43.0061,-0.7026,-13.3812,7.6983,Positive,Neutral,0,0,0,
Landscapes_165_h,Landscapes,165,h,Mountains,8.2174,1.0091,8.1522,1.1541,2.5652,2.1045,1600,1200,154.1315,34.0252,304600,64.7541,1.4359,-15.6796,6.878,Positive,Relaxed,0,0,1,
Animals_166_v,Animals,166,v,Cats,8.2653,0.9742,8,1.2548,3.3333,2.373,1200,1600,95.5013,59.2598,163039,41.4024,15.9584,25.6612,7.4973,Positive,Relaxed,0,0,1,
Landscapes_154_h,Landscapes,154,h,Mountains,8.2653,0.9953,8.3061,0.9399,3.2653,2.5882,1600,1200,128.9091,51.7236,342529,54.077,-1.5414,-11.2554,7.69,Positive,Relaxed,0,0,1,
Landscapes_183_h,Landscapes,183,h,Sea,8.3061,1.0841,8.3265,1.0486,3.3469,2.7122,1600,1200,124.3384,52.3407,400597,51.9417,-6.3753,-3.5573,7.4695,Positive,Relaxed,0,0,1,
Landscapes_120_v,Landscapes,120,v,Meadow,8.3125,0.9261,8.3542,0.8627,2.0426,1.781,1200,1600,122.0183,84.2225,359067,49.4241,-7.45,1.6651,7.5777,Positive,Relaxed,0,0,1,
Landscapes_180_h,Landscapes,180,h,Sea,8.54,0.8134,8.46,0.7343,2.9,2.7349,1600,1200,127.2695,60.8682,444813,53.2728,-6.5717,-2.1011,7.7763,Positive,Relaxed,0,0,1,
Landscapes_181_h,Landscapes,181,h,Water,4.6087,1.8316,4.7917,2.0624,5.1522,1.5198,1600,1200,94.5073,38.0064,477768,39.8659,0.6299,12.7118,6.3729,Neutral,Neutral,,,,
Objects_216_h,Objects,216,h,Pans,4.6087,1.1639,4.4255,1.4558,5.2553,1.0523,1600,1200,149.1323,74.5865,294157,60.5554,2.5536,10.9413,7.7435,Neutral,Neutral,,,,
People_135_h,People,135,h,Wound,4.619,0.9615,4.2889,0.8153,5.2222,1.02,1600,1200,113.3674,57.9693,223458,46.858,-3.0756,-0.8676,7.1887,Neutral,Neutral,,,,
Landscapes_077_v,Landscapes,77,v,Building Foundation,4.6379,1.1348,4.9167,1.2926,4.65,1.4477,1200,1600,120.4803,70.1609,659823,49.3557,3.3194,5.9848,7.6492,Neutral,Neutral,,,,
Objects_293_h,Objects,293,h,Rusted Car,4.6458,1.1938,4.7083,1.1843,5.2292,1.3086,1600,1200,107.3356,76.7702,472226,43.9622,4.5365,-0.6018,7.8695,Neutral,Neutral,,,,
Objects_238_h,Objects,238,h,Dishes,4.65,1.4709,4.623,1.5402,5.2419,1.155,1600,1200,125.2427,57.1322,428157,52.3301,0.693,7.2414,7.7573,Neutral,Neutral,,,,
Landscapes_020_h,Landscapes,20,h,Electric Posts,4.6522,1.0375,4.8261,1.1795,5.0217,1.0644,1600,1200,157.6025,100.0783,309742,62.5693,-3.4341,4.4654,7.0727,Neutral,Neutral,,,,
Faces_023_h,Faces,23,h,Child,4.6667,1.5345,5.3469,1.4656,5.3469,1.8091,1600,1200,146.074,57.1654,354522,60.394,1.6984,8.3148,7.564,Neutral,Neutral,,,,
Objects_298_h,Objects,298,h,Car,4.6667,1.3101,4.8125,1.1788,5.4583,1.3832,1600,1200,114.7975,65.2665,370159,47.4383,5.3973,-0.2433,7.8267,Neutral,Neutral,,,,
Faces_215_v,Faces,215,v,Woman,4.6739,0.8706,4.8511,0.807,4.8511,1.2155,1200,1600,131.0774,58.9165,268433,54.431,5.1888,19.0036,7.6177,Neutral,Neutral,,,,
Faces_289_h,Faces,289,h,Elderly Man,4.6939,1.3417,5.3673,1.0934,5.2245,1.0461,1600,1200,183.3182,79.6883,266770,73.15,0.5602,2.0841,7.1176,Neutral,Neutral,24,,,
Landscapes_159_h,Landscapes,159,h,Plants,4.7,1.0926,4.74,1.3524,4.88,1.0029,1600,1200,101.8148,74.1912,534879,41.4982,2.0858,3.6615,7.8709,Neutral,Neutral,23,,,
Objects_131_h,Objects,131,h,Knives,4.7143,1.1746,5.2093,1.2063,5.3721,0.8458,1600,1200,175.8971,78.0278,196517,70.3707,1.1673,2.8595,7.2941,Neutral,Neutral,22,,,
Faces_166_h,Faces,166,h,Sad Man,4.7234,1.1364,4.8043,1.0246,4.8043,0.9573,1600,1200,93.5185,50.9707,280572,39.0549,-2.8163,6.701,7.5621,Neutral,Neutral,21,,,
Faces_198_h,Faces,198,h,Woman,4.7234,0.9255,4.8511,1.0211,4.9149,0.9963,1600,1200,79.8603,79.3017,246813,32.4464,0.3167,10.2903,7.4774,Neutral,Neutral,20,,,
Faces_006_h,Faces,6,h,Girl,4.7292,1.2673,5.6458,1.1938,4.875,1.2312,1600,1200,63.7606,58.2362,236220,26.2774,1.1953,5.7346,7.3277,Neutral,Neutral,19,,,
Objects_187_h,Objects,187,h,Toys And Clothes,4.7292,1.1982,5,1.0102,4.96,1.2447,1600,1200,114.4514,72.8974,391387,47.3129,4.8793,6.578,7.8977,Neutral,Neutral,18,,,
Objects_222_h,Objects,222,h,Pipes,4.7292,1.0865,4.7917,1.051,5.0208,0.9563,1600,1200,81.4622,56.696,236045,34.3331,7.0621,4.2673,7.5812,Neutral,Neutral,17,,,
Faces_220_h,Faces,220,h,Woman,4.7333,0.8893,4.6444,1.0478,4.8,0.9677,1600,1200,139.1706,79.0819,157780,56.5603,4.0305,0.2699,7.6867,Neutral,Neutral,16,,,
Objects_194_h,Objects,194,h,Glasses,4.7333,1.0229,4.9194,0.9801,5.1311,0.8261,1600,1200,89.5537,59.3764,360327,37.2856,4.99,2.2597,7.737,Neutral,Neutral,15,,,
Objects_060_h,Objects,60,h,Fish,4.7347,1.4688,4.2115,1.348,5.1346,1.314,1600,1200,119.7881,59.4706,338109,50.0431,6.7731,10.1959,7.6467,Neutral,Neutral,14,,,
Objects_115_h,Objects,115,h,Coal,4.7391,0.976,4.913,1.029,5.0444,0.8779,1600,1200,106.5651,67.4475,392670,43.6453,0.2497,-0.0192,7.8923,Neutral,Neutral,13,,,
Faces_268_h,Faces,268,h,Butcher Woman,4.74,1.2586,4.3922,1.2662,5.3137,1.2081,1600,1200,125.9328,72.7593,320386,51.6346,5.159,4.2358,7.9171,Neutral,Neutral,12,,,
Faces_171_v,Faces,171,v,Elderly Man,4.75,0.9565,4.8958,1.2246,5.125,0.9138,1200,1600,110.4168,69.1229,270425,45.3902,2.8581,5.7244,7.8234,Neutral,Neutral,11,,,
People_122_h,People,122,h,Elderly Woman,4.7551,1.3924,5.0638,1.2051,4.9184,1.8801,1600,1200,81.317,52.3362,283494,34.2012,4.0842,15.9262,7.5279,Neutral,Neutral,10,,,
People_061_h,People,61,h,Meat,4.7551,1.6898,4.38,1.817,5.3333,1.4922,1600,1200,168.5633,46.7923,219410,69.4584,9.3046,7.8975,7.4416,Neutral,Neutral,9,,,
People_065_h,People,65,h,Drugs,4.766,1.4327,4.9574,1.0417,5.383,1.054,1600,1200,157.2781,52.6364,135091,65.1402,8.1955,9.5287,7.5081,Neutral,Neutral,8,,,
Landscapes_043_h,Landscapes,43,h,Bulldozers,4.8043,1.2224,4.6739,1.2833,5.1087,0.9482,1600,1200,147.6396,85.3161,430482,59.898,4.1358,5.1255,7.3953,Neutral,Neutral,7,,,
Objects_045_h,Objects,45,h,Food,4.8043,1.1666,4.6304,1.2886,5.3696,0.9743,1600,1200,108.1815,79.5432,257953,44.2932,5.3386,0.5871,7.8657,Neutral,Neutral,6,,,
Faces_190_h,Faces,190,h,Man,4.8049,0.4593,4.878,0.3997,4.9268,0.7547,1600,1200,121.9445,62.67,215006,51.1315,4.7819,16.5033,7.8348,Neutral,Neutral,5,,,
Landscapes_056_h,Landscapes,56,h,Devastated House,4.8163,1.4815,5.4681,1.6662,4.766,1.4478,1600,1200,142.3578,88.4544,265244,57.319,-2.0628,8.3713,7.5519,Neutral,Neutral,4,,,
Objects_280_v,Objects,280,v,Icicle,4.8197,1.0248,4.8361,1.0982,5.0656,1.1086,1200,1600,146.3257,61.6709,214381,59.7824,0.2825,2.7052,7.4513,Neutral,Neutral,3,,,
Objects_108_v,Objects,108,v,Objects,4.8261,0.6075,4.6596,0.6684,5,0.7989,1200,1600,128.0087,60.2755,256535,53.5422,7.0837,9.4614,7.7569,Neutral,Neutral,2,,,
Objects_251_v,Objects,251,v,Buttons,4.8333,1.0383,5.102,1.1039,4.74,1.0654,1200,1600,79.5485,74.0598,243948,32.6793,5.7523,11.0144,7.4172,Neutral,Neutral,1,,,
Landscapes_170_h,Landscapes,170,h,Plants,4.8387,1.119,5.0159,1.3258,5.2333,0.9806,1600,1200,119.5904,67.2508,651876,48.9871,1.658,2.1969,7.9244,Neutral,Neutral,1,,,
People_164_h,People,164,h,Foot,4.8409,0.9631,4.6591,0.6801,5.2273,0.7735,1600,1200,168.5569,55.3789,130770,68.7308,-1.985,3.8477,7.5413,Neutral,Neutral,2,,,
Objects_210_h,Objects,210,h,Window Grating,4.8478,0.9881,5.087,1.0072,4.6304,1.5108,1600,1200,135.8896,102.8281,246353,53.7178,0.4687,-0.5205,6.8765,Neutral,Neutral,3,,,
Objects_179_h,Objects,179,h,Objects,4.85,1.2049,4.9355,1.3535,4.9841,0.9587,1600,1200,111.9885,69.5608,242357,46.2192,5.545,5.3432,7.8655,Neutral,Neutral,4,,,
Animals_133_h,Animals,133,h,Cat,4.8529,1.7977,5.0746,1.7435,5.0149,1.7709,1600,1200,192.2884,38.5533,251014,77.6249,-7.038,-1.8546,6.6343,Neutral,Neutral,5,,,
Objects_059_h,Objects,59,h,Snails,4.8571,1.633,3.9388,1.6634,5.3061,1.1938,1600,1200,59.9188,60.5437,250666,26.4101,16.865,21.483,7.2417,Neutral,Neutral,6,,,
Animals_081_h,Animals,81,h,Insects,4.8657,1.6778,4.5385,1.977,5.4308,1.6486,1600,1200,126.278,62.4304,421380,52.415,-1.2676,12.8524,7.8256,Neutral,Neutral,7,,,
Objects_224_h,Objects,224,h,Hook,4.8889,0.804,4.8889,0.7752,4.9111,0.8481,1600,1200,80.1713,62.2567,227681,32.9135,1.9332,2.3297,7.5748,Neutral,Neutral,8,,,
Objects_246_h,Objects,246,h,Mouse,4.8983,0.8846,5.0328,0.8158,4.7258,0.9779,1600,1200,133.0518,75.7228,193428,56.0995,16.9897,14.9901,7.5805,Neutral,Neutral,9,,,
Objects_147_v,Objects,147,v,Knife,4.9048,0.8208,5.2439,0.8301,5.4524,0.889,1200,1600,141.8019,33.5357,120499,58.6369,2.0305,-0.4689,6.4919,Neutral,Neutral,10,,,
Faces_039_h,Faces,39,h,Sad Girl,4.9111,1.2937,5.9783,1.3579,5.0652,1.4515,1600,1200,88.1692,61.1358,181236,37.0341,5.4292,8.8482,7.6174,Neutral,Neutral,11,,,
Faces_216_h,Faces,216,h,Man,4.9149,0.6862,5.0435,0.6309,4.8478,0.5565,1600,1200,79.1143,50.3781,147231,34.1924,3.6775,5.333,7.3726,Neutral,Neutral,12,,,
Objects_314_h,Objects,314,h,Car,4.9286,0.5129,4.7381,0.6648,4.6977,0.8601,1600,1200,74.5548,73.4963,293184,30.1235,-4.6506,3.6096,7.3358,Neutral,Neutral,13,,,
Faces_305_h,Faces,305,h,Woman,4.9286,0.9726,5.1163,0.7931,4.9756,0.7579,1600,1200,85.4973,65.6882,177491,35.1306,3.2729,7.7283,7.6556,Neutral,Neutral,14,,,
Objects_057_h,Objects,57,h,Meal,4.9375,1.5723,4.8333,1.8194,5.4848,1.3271,1600,1200,173.2252,70.4118,234816,70.3113,1.3906,12.7042,7.5148,Neutral,Neutral,15,,,
People_146_h,People,146,h,Garbage Collectors,4.9412,0.9677,4.76,1.0797,4.9,0.9091,1600,1200,118.222,56.7789,343985,49.0548,-1.4558,4.264,7.6988,Neutral,Neutral,16,,,
Objects_213_h,Objects,213,h,Fence,4.9545,1.5694,5.1818,1.1467,5.25,1.0593,1600,1200,108.8176,56.8529,421462,45.7351,2.4184,1.2923,7.7127,Neutral,Neutral,17,,,
